# x_m,y_m,w_tr_right_m,w_tr_left_m
444.96952110971324,802.5955312773585,5.0,5.0
444.88601403089706,806.59465898294,5.0,5.0
444.8025069087744,810.5937866838649,5.0,5.0
444.7189997258829,814.5929143857211,5.0,5.0
444.63549246266484,818.5920420857146,5.0,5.0
444.5519852422876,822.5911697875708,5.0,5.0
444.4684780645184,826.590297489427,5.0,5.0
444.3849709284259,830.5894251912832,5.0,5.0
444.3014638351742,834.5885528950021,5.0,5.0
444.21795672678854,838.5876805977896,5.0,5.0
444.13444951421116,842.5868082996458,5.0,5.0
444.0509422594914,846.5859360005707,5.0,5.0
443.9674349613488,850.5850636968389,5.0,5.0
443.8839276210638,854.5841913977638,5.0,5.0
443.8004202396842,858.583319094032,5.0,5.0
443.7169130566763,862.5824467940256,5.0,5.0
443.6334060548106,866.5815745005384,5.0,5.0
443.54989909462165,870.5807022042572,5.0,5.0
443.4663921749452,874.579829913564,5.0,5.0
443.38288529904094,878.5789576219395,5.0,5.0
443.29937846481334,882.5780853293836,5.0,5.0
443.215871135355,886.5772130284458,5.0,5.0
443.1323636624729,890.5763407247141,5.0,5.0
443.04796637326945,894.5754494890571,5.0,5.0
442.96107604634017,898.5745051130652,5.0,5.0
442.8741856501438,902.5735607361421,5.0,5.0
442.78729499317706,906.5726163554937,5.0,5.0
442.7004036429571,910.5716719580814,5.0,5.0
442.6135123607237,914.5707275643945,5.0,5.0
442.5266211498529,918.5697831697762,5.0,5.0
442.43973000498954,922.5688387770206,5.0,5.0
442.352838931256,926.5678943861276,5.0,5.0
442.265948366723,930.5669500092044,5.0,5.0
442.17905779078137,934.5660056248307,5.0,5.0
442.0921671477845,938.5650612451136,5.0,5.0
442.0052764324937,942.5641168626025,5.0,5.0
